"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","sold_individually","low_stock_amount","purchase_note","product_page_url","images","downloadable_files","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","attribute:Age","attribute_data:Age","attribute_default:Age","attribute:BarCode","attribute_data:BarCode","attribute_default:BarCode","attribute:Brand","attribute_data:Brand","attribute_default:Brand","attribute:pa_barcode","attribute_data:pa_barcode","attribute_default:pa_barcode"
"FANTASTIC GYMNASTICS GAME","fantastic-gymnastics-game","11871","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Get him to land on the mat, on his feet for the win</span></li>
 	<li><span class=""a-list-item"">Stick the perfect landing</span></li>
 	<li><span class=""a-list-item"">Play solo, head-to-head, or challenge friends to a tournament</span></li>
 	<li><span class=""a-list-item"">Aim to get the perfect 100-point score</span></li>
 	<li><span class=""a-list-item"">Being a champion takes practice! So dig deep, focus and you’ll stick it</span></li>
 	<li><span class=""a-list-item"">Includes gymnast figure, high bar base, 2 high bar supports, landing mat, and instructions (including tournament bracket)</span></li>
 	<li><span class=""a-list-item"">4 x 1.5V AA size alkaline batteries required (not included)</span></li>
</ul>","","publish","0","2021-02-18 02:27:05","4","closed","C0376","no","no","24","6900","6330","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/fantastic-gymnastics-game/","https://www.toysdirect.co.ke/wp-content/uploads/hasbro-fantastic-gymnatics-game-dk-no-c0376.jpg | https://www.toysdirect.co.ke/wp-content/uploads/2ba76a83-f78c-4c3a-847d-fe15c827766c_b7483d20-f638-4530-8842-7d0d6b909320_960x.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"GUESS WHO (English)","guess-who-english","11874","It's the Guess Who? game – the original guessing game! This Guess Who? game goes back to the tabletop style boards, styled after the original, rather than handheld boards. Each player chooses a mystery character and then using yes or no questions, they try to figure out the other player’s mystery character. When they think they know who their opponent's mystery character is, players make a guess. If the guess is wrong, that player loses the game! Players can also challenge opponents to a series of games in the Championship Series, where the first player to win 5 games is the Guess Who? champion.","","publish","0","2021-02-18 02:33:01","4","closed","C2124102","no","no","21","4700","4330","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/guess-who-english/","https://www.toysdirect.co.ke/wp-content/uploads/fgco-c2124102-hasbro-guess-who-1566642872.jpg | https://www.toysdirect.co.ke/wp-content/uploads/fgco-c2124102-hasbro-guess-who-15666422911.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"NER NSTRIKE ELITE SURGEFIRE","ner-nstrike-elite-surgefire","11877","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">15 dart rotating drum</span></li>
 	<li><span class=""a-list-item"">Fires darts up to 90 feet (27 meters)</span></li>
 	<li><span class=""a-list-item"">Slam fire darts fast</span></li>
 	<li><span class=""a-list-item"">Pump action blasting</span></li>
 	<li><span class=""a-list-item"">Includes blaster, drum, 15 darts, and instructions</span></li>
</ul>","","publish","0","2021-02-18 03:04:37","4","closed","E0011EU4","no","no","15","7600","6980","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/ner-nstrike-elite-surgefire/","https://www.toysdirect.co.ke/wp-content/uploads/81-i0fJUXtL._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/81s9MDaxV1L.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"NER MODULUS FIREPOWER UPGRADE AST","ner-modulus-firepower-upgrade-ast","11883","With this special drum assault, which if necessary can be transformed into an authentic blaster 3 shots with loads pressurized! Simply lift the handle to put in you look at any opponent! But if the mission requires it, connect it to the Mediator ( sold separately) to give life to the Mediator XL and settle any issues!","","publish","0","2021-02-18 03:11:27","4","closed","E0029EU40","no","no","49","4700","4350","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/ner-modulus-firepower-upgrade-ast/","https://www.toysdirect.co.ke/wp-content/uploads/99837432112.jpg | https://www.toysdirect.co.ke/wp-content/uploads/8130-DqIiqL._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"NER MEGA TRI BREAK","ner-mega-tri-break","11887","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Nerf hinged blaster</span></li>
 	<li><span class=""a-list-item"">Compact single shot blaster</span></li>
 	<li><span class=""a-list-item"">Includes three mega whistler darts.</span></li>
 	<li><span class=""a-list-item"">Compatible with Mega Whistler Darts only.</span></li>
 	<li><span class=""a-list-item"">Suitable for ages 8 years and up.</span></li>
</ul>","","publish","0","2021-02-18 03:20:45","4","closed","E0103EU4","no","no","20","4600","4220","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/ner-mega-tri-break/","https://www.toysdirect.co.ke/wp-content/uploads/91lWGFFiYhL._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/71-wQ42Z4jL.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"E0489EU4 NER MICROSHOTS AST","e0489eu4-ner-microshots-ast","11890","Blast into big fun with the Nerf MicroShots series of collectible, mini-sized Nerf toy blasters! Nerf MicroShots series blasters capture the iconic look of the original blasters but in a scrunched-down style all their own. Their look and size makes them collectible additions to any Nerf collection. This Nerf MicroShots Fortnite TS blaster is inspired by the blaster used in the popular Fortnite video game. It includes 2 Official Nerf Elite darts and fires 1 dart at a time with hand-powered action (no batteries required). Load 1 dart into the front of the blaster, pull down the handle to prime, and pull the trigger to fire. Look for all the MicroShots series of micro-sized blasters for collecting and playing (each sold separately).","","publish","0","2021-02-18 03:54:04","4","closed","E0489EU4","no","no","387","","","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/e0489eu4-ner-microshots-ast/","https://www.toysdirect.co.ke/wp-content/uploads/hb-e0489-1.png | https://www.toysdirect.co.ke/wp-content/uploads/811t9ZixLrL._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"SPD TITAN POWER PACK SPIDER MAN","spd-titan-power-pack-spider-man","11893","When his spider-senses tingle, Peter Parker suits up as the web-slinging hero, Spider-Man.

Imagine the wall-crawler catching criminals in his webs with the 12-inch-scale Titan Hero Power FX Spider-Man figure. This figure includes a Titan Hero Power FX launcher to attach to the arm port so when kids connect the launcher, they can power up their figure, activate character-specific sounds and phrases, and launch a projectile! Connect Titan Hero Power FX arm launcher to compatible Titan Hero Series figures to activate character-specific sounds and phrases in favorite Super Hero and villain figures and launch projectiles!","","publish","0","2021-02-18 04:02:30","4","closed","E0649EU4","no","no","8","3600","3300","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","4","","https://www.toysdirect.co.ke/product/spd-titan-power-pack-spider-man/","https://www.toysdirect.co.ke/wp-content/uploads/91gyVx3sdLL._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/71zpPvaGM1L._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"TRA GEN AUTHENTICS ALPHA","tra-gen-authentics-alpha","11896","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Choose your side: Join the mighty Autobots or the destructive Decepticons</span></li>
 	<li><span class=""a-list-item"">Most Transformers toys feature awesome weapons and cool converting features</span></li>
 	<li><span class=""a-list-item"">Collect cool converting characters from the show Transformers: Robots in Disguise</span></li>
 	<li><span class=""a-list-item"">Relive the original adventures with Transformers Generations figures</span></li>
</ul>","","publish","0","2021-02-18 04:08:43","4","closed","E0694EU45","no","no","477","2800","2600","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/tra-gen-authentics-alpha/","https://www.toysdirect.co.ke/wp-content/uploads/81kxcdiBm0L._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/71v6cZcBhTL._AC_SL1500_.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"NER ELITE SCOUT MKII","ner-elite-scout-mkii","11899","Scout out the competition and strike fast with the Nerf N-Strike Elite Scout MKII blaster! The rotating barrel holds 4 Nerf Elite darts and unleashes them 1 at a time. Load 4 darts into the front of the barrel, pull back the handle to prime the blaster, and pull the trigger to fire 1 dart. When the battle calls for mobility, grab the Scout MKII blaster to stay ready to act quickly as the action heats up. The Nef N-Strike Elite Scout MKII blaster comes with 4 Nerf Elite darts designed for distance.","","publish","0","2021-02-18 04:26:16","4","closed","E0824EU6","no","no","539","2300","2120","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/ner-elite-scout-mkii/","https://www.toysdirect.co.ke/wp-content/uploads/10946215_0.jpg | https://www.toysdirect.co.ke/wp-content/uploads/download-6-1.jpg","","simple","","Age > 8 Years +","","","","","","","","","","","","","",""
"BED BUGS","bed-bugs","11902","<ul class=""a-unordered-list a-vertical a-spacing-mini"">
 	<li><span class=""a-list-item"">Players catch the matching color bugs as fast they can</span></li>
 	<li><span class=""a-list-item"">First player to catch all their bugs, wins</span></li>
 	<li><span class=""a-list-item"">For 2-3 players</span></li>
 	<li><span class=""a-list-item"">Ages 4+</span></li>
 	<li><span class=""a-list-item"">Includes bed frame, headboard, footboard, cardboard playing surface, cardboard insert, 3 tongs, 36 plastic bugs and instructions.</span></li>
</ul>","","publish","0","2021-02-18 04:31:51","4","closed","E0884127","no","no","20","3400","3180","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/bed-bugs/","https://www.toysdirect.co.ke/wp-content/uploads/91jpyEmVyXL._AC_SL1500_.jpg | https://www.toysdirect.co.ke/wp-content/uploads/513qgsy2ijL._AC_.jpg","","simple","","Age > 4 Years +|Hasbro","","","","","","","","","","","","","",""
"TRA CYBERVERSE SCOUT AST","tra-cyberverse-scout-ast","11905","""Picture this: me, on Earth, still cooler than everyone this side of Optimus Prime, but I've got zero memories. Now I'm on a mission to recover my memories and discover all of my awesome powers. I'll have to battle Decepticons, outrun an explosion or two, and be heroic- basically, I'm in for one epic ride across the Cyberverse.""
-- Bumblebee

Easily convert and attack with Transformers Cyberverse Action Attackers toys! Simply convert Autobot Ratchet from robot to vehicle mode in 6 steps. The last step of conversion activates Autobot Ratchet figure's Grapple Grab Action Attack move! Once converted, move can be repeated through easy reactivation steps.

Kids can collect other Action Attackers figures, each sold separately, to discover the signature attack moves of favorite characters from the Cyberverse series -- one of the best ways to introduce young kids and new fans to the exciting world of Transformers!","","publish","0","2021-02-18 04:49:33","4","closed","E1883EU4","no","no","42","2500","2330","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/tra-cyberverse-scout-ast/","https://www.toysdirect.co.ke/wp-content/uploads/0f43059f03549b4b6b0e153f2f76f2b6cced55fd6714b35d764e63dd5d5d3ba0.jpg","","simple","","Age > 6 Years +|Hasbro","","","","","","","","","","","","","",""
"NER NSTRIKE ELITE DELTA TROOPER","ner-nstrike-elite-delta-trooper","11908","Customize this blaster to defeat the competition! The Nerf N-Strike Elite Delta Trooper comes with an attachable stock and barrel extension to modify it for battle-ready action. Attach the stock to help stabilize shots. Add the barrel extension for distance targeting. The Delta Trooper blaster comes with a 12-dart clip and 12 Elite darts, so battlers can unleash a dozen darts in a row before its time to reload. Load the clip into the blaster, move the slide backward then forward to prime it, and pull the trigger to fire a dart up to 90 feet (27 meters). Want to slam-fire all 12 darts rapidly? Hold down the trigger and keep pumping the slide backward and forward to overwhelm opponents!","","publish","0","2021-02-18 04:54:05","4","closed","E1911EU4","no","no","22","10400","9500","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","5","","https://www.toysdirect.co.ke/product/ner-nstrike-elite-delta-trooper/","https://www.toysdirect.co.ke/wp-content/uploads/nerf-n-strike-elite-delta-trooper-toys-hasbro.jpg | https://www.toysdirect.co.ke/wp-content/uploads/81dRjHAPXOL._AC_SL1500_.jpg","","simple","","Age > 8 Years +|Hasbro","","","","","","","","","","","","","",""
"E2124EU4 PD PET MINI TOOLS AST","e2124eu4-pd-pet-mini-tools-ast","11911","It's time to get creative right meow! This kitty is ready to roll into imaginations as it """"chases"""" a ball of yarn and leaves a silly string of yarn behind it. The stamper shapes an adorable mouse friend kids will love to make again and again. This mini set makes a great little gift or creativity break!

• Includes kitty rolling stamper, mouse stamper, and 1 can of Play-Doh Brand Modeling Compound (net weight 1 ounces/28 grams).","","publish","0","2021-02-18 05:02:32","4","closed","E2124EU4","no","no","120","800","730","","","","","","","instock","no","yes","taxable","","","","","","-1","-1","","","no","10","","https://www.toysdirect.co.ke/product/e2124eu4-pd-pet-mini-tools-ast/","https://www.toysdirect.co.ke/wp-content/uploads/play-doh-pet-mini-tools-bunny.jpg","","simple","","3 Years +|Hasbro","","","","","","","","","","","","","",""
